stock_weight,bond_weight,t_bill_weight,objective
0.65,0.1,0.25,-0.017227800274981952
0.65,0.15,0.2,-0.01709240158053288
0.65,0.2,0.15,-0.016962316452556123
0.65,0.25,0.1,-0.01683753731221372
0.65,0.3,0.05,-0.016718033353434015
0.65,0.35,0.0,-0.016603990078737193
0.7,0.0,0.3,-0.016832709658412527
0.7,0.05,0.25,-0.016690287611362202
0.7,0.1,0.2,-0.01655286271875684
0.7,0.15,0.15,-0.016420878473742035
0.7,0.2,0.1,-0.016294352988096356
0.7,0.25,0.05,-0.016173289725663655
0.7,0.3,0.0,-0.01605760830908375
0.75,0.0,0.25,-0.016196445759896434
0.75,0.05,0.2,-0.01605759045014983
0.75,0.1,0.15,-0.01592387356084907
0.75,0.15,0.1,-0.015795466929510362
0.75,0.2,0.05,-0.01567239831514851
0.75,0.25,0.0,-0.015554907623579148
0.8,0.0,0.2,-0.01560535289380221
0.8,0.05,0.15,-0.015469974565697882
0.8,0.1,0.1,-0.015339913719306694
0.8,0.15,0.05,-0.015215121950388032
0.8,0.2,0.0,-0.015095706289875247
0.85,0.0,0.15,-0.01505915075044443
0.85,0.05,0.1,-0.014927525033348092
0.85,0.1,0.05,-0.014801126087055885
0.85,0.15,0.0,-0.014679723179834204
0.9,0.0,0.1,-0.014557751378192648
0.9,0.05,0.05,-0.014429568496716838
0.9,0.1,0.0,-0.014306624823833491
0.95,0.0,0.05,-0.014100809755547877
0.95,0.05,0.0,-0.013975717920176229
1.0,0.0,0.0,-0.013686175809373737
