stock_weight,bond_weight,t_bill_weight,objective
0.7,0.0,0.3,-0.054299145863690786
0.7,0.05,0.25,-0.05425247169262876
0.7,0.1,0.2,-0.05420628362762839
0.7,0.15,0.15,-0.05416064172769442
0.7,0.2,0.1,-0.05411547598247889
0.7,0.25,0.05,-0.05407085495529613
0.7,0.3,0.0,-0.054026729606757425
0.75,0.0,0.25,-0.05402754267517284
0.75,0.05,0.2,-0.053981364602356974
0.75,0.1,0.15,-0.0539356876776219
0.75,0.15,0.1,-0.05389048929160374
0.75,0.2,0.05,-0.053845786524502524
0.75,0.25,0.0,-0.053801624358793904
0.8,0.0,0.2,-0.05376205066743996
0.8,0.05,0.15,-0.05371642218283412
0.8,0.1,0.1,-0.05367128405983157
0.8,0.15,0.05,-0.053626639718756766
0.8,0.2,0.0,-0.05358255764765958
0.85,0.0,0.15,-0.053503520590476285
0.85,0.05,0.1,-0.05345847484696314
0.85,0.1,0.05,-0.05341388849680241
0.85,0.15,0.0,-0.0533698565925796
0.9,0.0,0.1,-0.0532555981716552
0.9,0.05,0.05,-0.05321108729052134
0.9,0.1,0.0,-0.053167109503125816
0.95,0.0,0.05,-0.05301482614621057
0.95,0.05,0.0,-0.05297077224701934
1.0,0.0,0.0,-0.05278170943638063
